,ecpm_value,date,app,country,ecpm_type
57,0.8162196843153796,2021-07-31 13:30:27.883259,awesome app A,US,banner
58,0.8072319246428717,2021-08-01 13:30:27.883259,awesome app A,US,banner
59,0.7882411827567994,2021-08-02 13:30:27.883259,awesome app A,US,banner
60,0.7687461785661969,2021-08-03 13:30:27.883259,awesome app A,US,banner
61,0.8011665898493501,2021-08-04 13:30:27.883259,awesome app A,US,banner
62,0.8094230475622872,2021-08-05 13:30:27.883259,awesome app A,US,banner
63,0.7670064172846315,2021-08-06 13:30:27.883259,awesome app A,US,banner
64,0.7796235938584021,2021-08-07 13:30:27.883259,awesome app A,US,banner
65,0.8147479029235106,2021-08-08 13:30:27.883259,awesome app A,US,banner
66,0.8110495965793046,2021-08-09 13:30:27.883259,awesome app A,US,banner
67,0.8160690675954446,2021-08-10 13:30:27.883259,awesome app A,US,banner
68,0.7607362931523123,2021-08-11 13:30:27.883259,awesome app A,US,banner
69,0.7587257218242821,2021-08-12 13:30:27.883259,awesome app A,US,banner
70,0.7506628725587535,2021-08-13 13:30:27.883259,awesome app A,US,banner
71,0.7869103634520264,2021-08-14 13:30:27.883259,awesome app A,US,banner
72,0.7874647340220885,2021-08-15 13:30:27.883259,awesome app A,US,banner
73,0.7905277832110323,2021-08-16 13:30:27.883259,awesome app A,US,banner
74,0.7463623004557014,2021-08-17 13:30:27.883259,awesome app A,US,banner
75,0.7536984895977586,2021-08-18 13:30:27.883259,awesome app A,US,banner
76,0.7606221596607525,2021-08-19 13:30:27.883259,awesome app A,US,banner
77,0.8025685986565525,2021-08-20 13:30:27.883259,awesome app A,US,banner
78,0.7662657823111291,2021-08-21 13:30:27.883259,awesome app A,US,banner
79,0.8104313207318358,2021-08-22 13:30:27.883259,awesome app A,US,banner
80,0.8038816798013048,2021-08-23 13:30:27.883259,awesome app A,US,banner
81,0.7879775975444887,2021-08-24 13:30:27.883259,awesome app A,US,banner
82,0.8016481679136294,2021-08-25 13:30:27.883259,awesome app A,US,banner
83,0.7889836519540243,2021-08-26 13:30:27.883259,awesome app A,US,banner
84,0.7952081402196665,2021-08-27 13:30:27.883259,awesome app A,US,banner
85,0.8024466342529486,2021-08-28 13:30:27.883259,awesome app A,US,banner
86,0.7437631367332252,2021-08-29 13:30:27.883259,awesome app A,US,banner
87,0.7482072355062133,2021-08-30 13:30:27.883259,awesome app A,US,banner
88,0.8048280209958228,2021-08-31 13:30:27.883259,awesome app A,US,banner
89,0.7560326505165224,2021-09-01 13:30:27.883259,awesome app A,US,banner
0,11.628154901466157,2021-06-04 13:30:27.883259,awesome app A,US,interstitial
1,11.292913339389242,2021-06-05 13:30:27.883259,awesome app A,US,interstitial
2,11.600152189569272,2021-06-06 13:30:27.883259,awesome app A,US,interstitial
3,11.242784079246325,2021-06-07 13:30:27.883259,awesome app A,US,interstitial
4,10.751018428020881,2021-06-08 13:30:27.883259,awesome app A,US,interstitial
5,10.659889581713337,2021-06-09 13:30:27.883259,awesome app A,US,interstitial
6,10.997718612311063,2021-06-10 13:30:27.883259,awesome app A,US,interstitial
7,10.79865285549496,2021-06-11 13:30:27.883259,awesome app A,US,interstitial
8,10.826659661148357,2021-06-12 13:30:27.883259,awesome app A,US,interstitial
9,10.725139214352202,2021-06-13 13:30:27.883259,awesome app A,US,interstitial
10,10.93071391773103,2021-06-14 13:30:27.883259,awesome app A,US,interstitial
11,11.435548433469286,2021-06-15 13:30:27.883259,awesome app A,US,interstitial
12,10.718538759508204,2021-06-16 13:30:27.883259,awesome app A,US,interstitial
13,11.2251770836692,2021-06-17 13:30:27.883259,awesome app A,US,interstitial
14,10.780734092992184,2021-06-18 13:30:27.883259,awesome app A,US,interstitial
15,11.371552080825467,2021-06-19 13:30:27.883259,awesome app A,US,interstitial
16,11.580593385346146,2021-06-20 13:30:27.883259,awesome app A,US,interstitial
17,11.281238078905044,2021-06-21 13:30:27.883259,awesome app A,US,interstitial
18,10.943030471704658,2021-06-22 13:30:27.883259,awesome app A,US,interstitial
19,11.568428012493726,2021-06-23 13:30:27.883259,awesome app A,US,interstitial
20,11.156316403616025,2021-06-24 13:30:27.883259,awesome app A,US,interstitial
21,11.60463898786596,2021-06-25 13:30:27.883259,awesome app A,US,interstitial
22,11.16215498974256,2021-06-26 13:30:27.883259,awesome app A,US,interstitial
23,11.287531201527335,2021-06-27 13:30:27.883259,awesome app A,US,interstitial
24,10.833985761251268,2021-06-28 13:30:27.883259,awesome app A,US,interstitial
25,11.36352064398328,2021-06-29 13:30:27.883259,awesome app A,US,interstitial
26,11.344681294869156,2021-06-30 13:30:27.883259,awesome app A,US,interstitial
27,10.696770827857835,2021-07-01 13:30:27.883259,awesome app A,US,interstitial
28,11.071603938269593,2021-07-02 13:30:27.883259,awesome app A,US,interstitial
29,11.500479873509935,2021-07-03 13:30:27.883259,awesome app A,US,interstitial
30,11.446151604160523,2021-07-04 13:30:27.883259,awesome app A,US,interstitial
31,11.523935324008566,2021-07-05 13:30:27.883259,awesome app A,US,interstitial
32,10.98113673804008,2021-07-06 13:30:27.883259,awesome app A,US,interstitial
33,10.868216859332602,2021-07-07 13:30:27.883259,awesome app A,US,interstitial
34,10.708209058321248,2021-07-08 13:30:27.883259,awesome app A,US,interstitial
35,10.880482142252582,2021-07-09 13:30:27.883259,awesome app A,US,interstitial
36,10.941179988129017,2021-07-10 13:30:27.883259,awesome app A,US,interstitial
37,10.729953381348432,2021-07-11 13:30:27.883259,awesome app A,US,interstitial
38,11.619039694460888,2021-07-12 13:30:27.883259,awesome app A,US,interstitial
39,10.803785667522142,2021-07-13 13:30:27.883259,awesome app A,US,interstitial
40,10.783825881804386,2021-07-14 13:30:27.883259,awesome app A,US,interstitial
41,11.378556595524035,2021-07-15 13:30:27.883259,awesome app A,US,interstitial
42,11.520256212200032,2021-07-16 13:30:27.883259,awesome app A,US,interstitial
43,10.871106983708414,2021-07-17 13:30:27.883259,awesome app A,US,interstitial
44,11.575797970771687,2021-07-18 13:30:27.883259,awesome app A,US,interstitial
45,10.78418483441163,2021-07-19 13:30:27.883259,awesome app A,US,interstitial
46,11.20167969691303,2021-07-20 13:30:27.883259,awesome app A,US,interstitial
47,10.806481259143697,2021-07-21 13:30:27.883259,awesome app A,US,interstitial
48,11.362578257267591,2021-07-22 13:30:27.883259,awesome app A,US,interstitial
49,11.15412420199194,2021-07-23 13:30:27.883259,awesome app A,US,interstitial
50,11.098456147834188,2021-07-24 13:30:27.883259,awesome app A,US,interstitial
51,11.333966716486561,2021-07-25 13:30:27.883259,awesome app A,US,interstitial
52,11.336689189224744,2021-07-26 13:30:27.883259,awesome app A,US,interstitial
53,11.055008721423624,2021-07-27 13:30:27.883259,awesome app A,US,interstitial
54,10.825535698622485,2021-07-28 13:30:27.883259,awesome app A,US,interstitial
55,11.629234433193794,2021-07-29 13:30:27.883259,awesome app A,US,interstitial
56,10.755785294042973,2021-07-30 13:30:27.883259,awesome app A,US,interstitial
57,10.825397041446909,2021-07-31 13:30:27.883259,awesome app A,US,interstitial
58,10.806785292870394,2021-08-01 13:30:27.883259,awesome app A,US,interstitial
59,11.467336762942011,2021-08-02 13:30:27.883259,awesome app A,US,interstitial
60,11.13058624209344,2021-08-03 13:30:27.883259,awesome app A,US,interstitial
61,10.736837837088226,2021-08-04 13:30:27.883259,awesome app A,US,interstitial
62,11.287583609720567,2021-08-05 13:30:27.883259,awesome app A,US,interstitial
63,10.654691697997375,2021-08-06 13:30:27.883259,awesome app A,US,interstitial
64,11.155451674111905,2021-08-07 13:30:27.883259,awesome app A,US,interstitial
65,10.956939307004342,2021-08-08 13:30:27.883259,awesome app A,US,interstitial
66,11.036862595915967,2021-08-09 13:30:27.883259,awesome app A,US,interstitial
67,11.348401337318357,2021-08-10 13:30:27.883259,awesome app A,US,interstitial
68,11.368971213224562,2021-08-11 13:30:27.883259,awesome app A,US,interstitial
69,10.986090282148393,2021-08-12 13:30:27.883259,awesome app A,US,interstitial
70,10.774845205961388,2021-08-13 13:30:27.883259,awesome app A,US,interstitial
71,11.629872823504742,2021-08-14 13:30:27.883259,awesome app A,US,interstitial
72,11.218302140857833,2021-08-15 13:30:27.883259,awesome app A,US,interstitial
73,10.631556467059744,2021-08-16 13:30:27.883259,awesome app A,US,interstitial
74,11.61967348731622,2021-08-17 13:30:27.883259,awesome app A,US,interstitial
75,10.990764504069945,2021-08-18 13:30:27.883259,awesome app A,US,interstitial
76,11.13039226017076,2021-08-19 13:30:27.883259,awesome app A,US,interstitial
77,11.406304652820994,2021-08-20 13:30:27.883259,awesome app A,US,interstitial
78,11.490419117683658,2021-08-21 13:30:27.883259,awesome app A,US,interstitial
79,11.676003504637169,2021-08-22 13:30:27.883259,awesome app A,US,interstitial
80,10.955138708293651,2021-08-23 13:30:27.883259,awesome app A,US,interstitial
81,10.936853865651406,2021-08-24 13:30:27.883259,awesome app A,US,interstitial
82,11.54165110439597,2021-08-25 13:30:27.883259,awesome app A,US,interstitial
83,10.79533991965022,2021-08-26 13:30:27.883259,awesome app A,US,interstitial
84,10.770979671848721,2021-08-27 13:30:27.883259,awesome app A,US,interstitial
85,10.773039797402827,2021-08-28 13:30:27.883259,awesome app A,US,interstitial
86,10.791670723364255,2021-08-29 13:30:27.883259,awesome app A,US,interstitial
87,11.103971564796018,2021-08-30 13:30:27.883259,awesome app A,US,interstitial
88,11.56288584929011,2021-08-31 13:30:27.883259,awesome app A,US,interstitial
89,11.553274559312776,2021-09-01 13:30:27.883259,awesome app A,US,interstitial
0,0.7546570470073006,2021-06-04 13:30:27.883259,awesome app A,GB,banner
1,0.8100116574325361,2021-06-05 13:30:27.883259,awesome app A,GB,banner
2,0.7799233039591016,2021-06-06 13:30:27.883259,awesome app A,GB,banner
3,0.7777527039680966,2021-06-07 13:30:27.883259,awesome app A,GB,banner
4,0.8098734149767814,2021-06-08 13:30:27.883259,awesome app A,GB,banner
5,0.7977443002176247,2021-06-09 13:30:27.883259,awesome app A,GB,banner
6,0.784370060464691,2021-06-10 13:30:27.883259,awesome app A,GB,banner
7,0.7599006434560487,2021-06-11 13:30:27.883259,awesome app A,GB,banner
8,0.7884006806309498,2021-06-12 13:30:27.883259,awesome app A,GB,banner
9,0.8199215841946711,2021-06-13 13:30:27.883259,awesome app A,GB,banner
10,0.7570031823938518,2021-06-14 13:30:27.883259,awesome app A,GB,banner
11,0.8007987542798661,2021-06-15 13:30:27.883259,awesome app A,GB,banner
12,0.7935364841454519,2021-06-16 13:30:27.883259,awesome app A,GB,banner
13,0.7560892667828324,2021-06-17 13:30:27.883259,awesome app A,GB,banner
14,0.7905395872666248,2021-06-18 13:30:27.883259,awesome app A,GB,banner
15,0.8159030883854118,2021-06-19 13:30:27.883259,awesome app A,GB,banner
16,0.7946780305181146,2021-06-20 13:30:27.883259,awesome app A,GB,banner
17,0.8168690597248872,2021-06-21 13:30:27.883259,awesome app A,GB,banner
18,0.7715218580634109,2021-06-22 13:30:27.883259,awesome app A,GB,banner
19,0.7770861056022772,2021-06-23 13:30:27.883259,awesome app A,GB,banner
20,0.754547868229266,2021-06-24 13:30:27.883259,awesome app A,GB,banner
21,0.76422365076008,2021-06-25 13:30:27.883259,awesome app A,GB,banner
22,0.7531329496344393,2021-06-26 13:30:27.883259,awesome app A,GB,banner
23,0.7839251775261042,2021-06-27 13:30:27.883259,awesome app A,GB,banner
24,0.7711209459486307,2021-06-28 13:30:27.883259,awesome app A,GB,banner
25,0.7683696482317651,2021-06-29 13:30:27.883259,awesome app A,GB,banner
26,0.8078096128626973,2021-06-30 13:30:27.883259,awesome app A,GB,banner
27,0.806347159234606,2021-07-01 13:30:27.883259,awesome app A,GB,banner
28,0.7492797244407915,2021-07-02 13:30:27.883259,awesome app A,GB,banner
29,0.7936651604643473,2021-07-03 13:30:27.883259,awesome app A,GB,banner
30,0.7711719482085448,2021-07-04 13:30:27.883259,awesome app A,GB,banner
31,0.7483326677548984,2021-07-05 13:30:27.883259,awesome app A,GB,banner
32,0.7619332442600434,2021-07-06 13:30:27.883259,awesome app A,GB,banner
33,0.7889717749580357,2021-07-07 13:30:27.883259,awesome app A,GB,banner
34,0.7599014856601,2021-07-08 13:30:27.883259,awesome app A,GB,banner
35,0.8143812464253076,2021-07-09 13:30:27.883259,awesome app A,GB,banner
36,0.8037187116171868,2021-07-10 13:30:27.883259,awesome app A,GB,banner
37,0.8043730342583205,2021-07-11 13:30:27.883259,awesome app A,GB,banner
38,0.8080248027574994,2021-07-12 13:30:27.883259,awesome app A,GB,banner
39,0.8188650250302185,2021-07-13 13:30:27.883259,awesome app A,GB,banner
40,0.8001017048098729,2021-07-14 13:30:27.883259,awesome app A,GB,banner
41,0.8117369765656567,2021-07-15 13:30:27.883259,awesome app A,GB,banner
42,0.7817491922955697,2021-07-16 13:30:27.883259,awesome app A,GB,banner
43,0.7615881124027957,2021-07-17 13:30:27.883259,awesome app A,GB,banner
44,0.813160532189752,2021-07-18 13:30:27.883259,awesome app A,GB,banner
45,0.7633592677191584,2021-07-19 13:30:27.883259,awesome app A,GB,banner
46,0.7985042882523998,2021-07-20 13:30:27.883259,awesome app A,GB,banner
47,0.7511646113347062,2021-07-21 13:30:27.883259,awesome app A,GB,banner
48,0.7777923358920312,2021-07-22 13:30:27.883259,awesome app A,GB,banner
49,0.7790281761179911,2021-07-23 13:30:27.883259,awesome app A,GB,banner
50,0.7869969552440951,2021-07-24 13:30:27.883259,awesome app A,GB,banner
51,0.7953809515555075,2021-07-25 13:30:27.883259,awesome app A,GB,banner
52,0.769700077261233,2021-07-26 13:30:27.883259,awesome app A,GB,banner
53,0.7828811156546038,2021-07-27 13:30:27.883259,awesome app A,GB,banner
54,0.7663945169304068,2021-07-28 13:30:27.883259,awesome app A,GB,banner
55,0.7661514266210125,2021-07-29 13:30:27.883259,awesome app A,GB,banner
56,0.7796217510063794,2021-07-30 13:30:27.883259,awesome app A,GB,banner
57,0.794727267698304,2021-07-31 13:30:27.883259,awesome app A,GB,banner
58,0.7737063506936858,2021-08-01 13:30:27.883259,awesome app A,GB,banner
59,0.7663273024109744,2021-08-02 13:30:27.883259,awesome app A,GB,banner
60,0.7884588169186016,2021-08-03 13:30:27.883259,awesome app A,GB,banner
61,0.8172650930204759,2021-08-04 13:30:27.883259,awesome app A,GB,banner
62,0.7568975717457157,2021-08-05 13:30:27.883259,awesome app A,GB,banner
63,0.8168981972983468,2021-08-06 13:30:27.883259,awesome app A,GB,banner
64,0.7712791977385692,2021-08-07 13:30:27.883259,awesome app A,GB,banner
65,0.7965337515653949,2021-08-08 13:30:27.883259,awesome app A,GB,banner
66,0.8080482691053383,2021-08-09 13:30:27.883259,awesome app A,GB,banner
67,0.7862455830781568,2021-08-10 13:30:27.883259,awesome app A,GB,banner
68,0.7752676097067785,2021-08-11 13:30:27.883259,awesome app A,GB,banner
69,0.7622822347746515,2021-08-12 13:30:27.883259,awesome app A,GB,banner
70,0.7621747787790547,2021-08-13 13:30:27.883259,awesome app A,GB,banner
71,0.8211097749727425,2021-08-14 13:30:27.883259,awesome app A,GB,banner
72,0.8073229294412717,2021-08-15 13:30:27.883259,awesome app A,GB,banner
73,0.8170498679614735,2021-08-16 13:30:27.883259,awesome app A,GB,banner
74,0.7590410619899458,2021-08-17 13:30:27.883259,awesome app A,GB,banner
75,0.7609249008522215,2021-08-18 13:30:27.883259,awesome app A,GB,banner
76,0.7826259589308402,2021-08-19 13:30:27.883259,awesome app A,GB,banner
77,0.8121891716829627,2021-08-20 13:30:27.883259,awesome app A,GB,banner
78,0.7610621354132157,2021-08-21 13:30:27.883259,awesome app A,GB,banner
79,0.7753723942418732,2021-08-22 13:30:27.883259,awesome app A,GB,banner
80,0.7982247744616134,2021-08-23 13:30:27.883259,awesome app A,GB,banner
81,0.7929761660641569,2021-08-24 13:30:27.883259,awesome app A,GB,banner
82,0.7494026173609247,2021-08-25 13:30:27.883259,awesome app A,GB,banner
83,0.7751477021639162,2021-08-26 13:30:27.883259,awesome app A,GB,banner
84,0.8027777192055423,2021-08-27 13:30:27.883259,awesome app A,GB,banner
85,0.7531319877014222,2021-08-28 13:30:27.883259,awesome app A,GB,banner
86,0.8038918734284859,2021-08-29 13:30:27.883259,awesome app A,GB,banner
87,0.8080926407439015,2021-08-30 13:30:27.883259,awesome app A,GB,banner
88,0.8066569840002221,2021-08-31 13:30:27.883259,awesome app A,GB,banner
89,0.7936986810546359,2021-09-01 13:30:27.883259,awesome app A,GB,banner
0,10.74382386106046,2021-06-04 13:30:27.883259,awesome app A,GB,interstitial
1,11.275921068670486,2021-06-05 13:30:27.883259,awesome app A,GB,interstitial
2,10.755263238751839,2021-06-06 13:30:27.883259,awesome app A,GB,interstitial
3,11.460266057188196,2021-06-07 13:30:27.883259,awesome app A,GB,interstitial
4,10.781171920663912,2021-06-08 13:30:27.883259,awesome app A,GB,interstitial
5,10.840319524340023,2021-06-09 13:30:27.883259,awesome app A,GB,interstitial
6,11.058806107725543,2021-06-10 13:30:27.883259,awesome app A,GB,interstitial
7,11.211799982235704,2021-06-11 13:30:27.883259,awesome app A,GB,interstitial
8,11.153210885214547,2021-06-12 13:30:27.883259,awesome app A,GB,interstitial
9,10.895331505859119,2021-06-13 13:30:27.883259,awesome app A,GB,interstitial
10,10.994394786812672,2021-06-14 13:30:27.883259,awesome app A,GB,interstitial
11,11.69696106077714,2021-06-15 13:30:27.883259,awesome app A,GB,interstitial
12,11.43524136253544,2021-06-16 13:30:27.883259,awesome app A,GB,interstitial
13,11.165592550495676,2021-06-17 13:30:27.883259,awesome app A,GB,interstitial
14,11.537746464563142,2021-06-18 13:30:27.883259,awesome app A,GB,interstitial
15,11.227754364553096,2021-06-19 13:30:27.883259,awesome app A,GB,interstitial
16,11.211459102199296,2021-06-20 13:30:27.883259,awesome app A,GB,interstitial
17,11.51229141742486,2021-06-21 13:30:27.883259,awesome app A,GB,interstitial
18,10.73093287067119,2021-06-22 13:30:27.883259,awesome app A,GB,interstitial
19,11.489319549867057,2021-06-23 13:30:27.883259,awesome app A,GB,interstitial
20,10.861800669081939,2021-06-24 13:30:27.883259,awesome app A,GB,interstitial
21,11.70851418901481,2021-06-25 13:30:27.883259,awesome app A,GB,interstitial
22,11.574202126692777,2021-06-26 13:30:27.883259,awesome app A,GB,interstitial
23,11.1550935351766,2021-06-27 13:30:27.883259,awesome app A,GB,interstitial
24,11.298453433829463,2021-06-28 13:30:27.883259,awesome app A,GB,interstitial
25,11.531695416718964,2021-06-29 13:30:27.883259,awesome app A,GB,interstitial
26,10.695321835176797,2021-06-30 13:30:27.883259,awesome app A,GB,interstitial
27,11.628901571747424,2021-07-01 13:30:27.883259,awesome app A,GB,interstitial
28,11.049074815973635,2021-07-02 13:30:27.883259,awesome app A,GB,interstitial
29,10.70148364350406,2021-07-03 13:30:27.883259,awesome app A,GB,interstitial
30,11.451461051239152,2021-07-04 13:30:27.883259,awesome app A,GB,interstitial
31,11.57748796306237,2021-07-05 13:30:27.883259,awesome app A,GB,interstitial
32,11.156513688657848,2021-07-06 13:30:27.883259,awesome app A,GB,interstitial
33,10.717444481125378,2021-07-07 13:30:27.883259,awesome app A,GB,interstitial
34,11.028399365831536,2021-07-08 13:30:27.883259,awesome app A,GB,interstitial
35,11.36779657729443,2021-07-09 13:30:27.883259,awesome app A,GB,interstitial
36,11.72013657921541,2021-07-10 13:30:27.883259,awesome app A,GB,interstitial
37,11.512350612306127,2021-07-11 13:30:27.883259,awesome app A,GB,interstitial
38,11.249105958149286,2021-07-12 13:30:27.883259,awesome app A,GB,interstitial
39,11.66531881653786,2021-07-13 13:30:27.883259,awesome app A,GB,interstitial
40,11.110650198191529,2021-07-14 13:30:27.883259,awesome app A,GB,interstitial
41,11.366141252691706,2021-07-15 13:30:27.883259,awesome app A,GB,interstitial
42,11.271824012058337,2021-07-16 13:30:27.883259,awesome app A,GB,interstitial
43,11.51259003793771,2021-07-17 13:30:27.883259,awesome app A,GB,interstitial
44,11.421118009260885,2021-07-18 13:30:27.883259,awesome app A,GB,interstitial
45,11.406541580160305,2021-07-19 13:30:27.883259,awesome app A,GB,interstitial
46,10.921215237190506,2021-07-20 13:30:27.883259,awesome app A,GB,interstitial
47,10.952940893117296,2021-07-21 13:30:27.883259,awesome app A,GB,interstitial
48,10.8827779775528,2021-07-22 13:30:27.883259,awesome app A,GB,interstitial
49,11.577143763682802,2021-07-23 13:30:27.883259,awesome app A,GB,interstitial
50,10.960009066084819,2021-07-24 13:30:27.883259,awesome app A,GB,interstitial
51,10.846997727557692,2021-07-25 13:30:27.883259,awesome app A,GB,interstitial
52,10.722763113648949,2021-07-26 13:30:27.883259,awesome app A,GB,interstitial
53,11.326203591432654,2021-07-27 13:30:27.883259,awesome app A,GB,interstitial
54,11.590441250790052,2021-07-28 13:30:27.883259,awesome app A,GB,interstitial
55,11.565081038081757,2021-07-29 13:30:27.883259,awesome app A,GB,interstitial
56,11.224876971593737,2021-07-30 13:30:27.883259,awesome app A,GB,interstitial
57,11.01683581776198,2021-07-31 13:30:27.883259,awesome app A,GB,interstitial
58,11.509320658127685,2021-08-01 13:30:27.883259,awesome app A,GB,interstitial
59,11.423394627012785,2021-08-02 13:30:27.883259,awesome app A,GB,interstitial
60,11.235017351506782,2021-08-03 13:30:27.883259,awesome app A,GB,interstitial
61,11.318133508145554,2021-08-04 13:30:27.883259,awesome app A,GB,interstitial
62,11.285076163484472,2021-08-05 13:30:27.883259,awesome app A,GB,interstitial
63,11.235494675578181,2021-08-06 13:30:27.883259,awesome app A,GB,interstitial
64,11.168106068842995,2021-08-07 13:30:27.883259,awesome app A,GB,interstitial
65,11.225906873058731,2021-08-08 13:30:27.883259,awesome app A,GB,interstitial
66,11.31263122878824,2021-08-09 13:30:27.883259,awesome app A,GB,interstitial
67,10.710899867699274,2021-08-10 13:30:27.883259,awesome app A,GB,interstitial
68,11.272784231855406,2021-08-11 13:30:27.883259,awesome app A,GB,interstitial
69,11.211346278600503,2021-08-12 13:30:27.883259,awesome app A,GB,interstitial
70,11.22993850983677,2021-08-13 13:30:27.883259,awesome app A,GB,interstitial
71,11.502032894469302,2021-08-14 13:30:27.883259,awesome app A,GB,interstitial
72,11.737278564459492,2021-08-15 13:30:27.883259,awesome app A,GB,interstitial
73,10.94180972770949,2021-08-16 13:30:27.883259,awesome app A,GB,interstitial
74,10.706360184737903,2021-08-17 13:30:27.883259,awesome app A,GB,interstitial
75,10.770951873904378,2021-08-18 13:30:27.883259,awesome app A,GB,interstitial
76,11.08659685041367,2021-08-19 13:30:27.883259,awesome app A,GB,interstitial
77,11.202121822668952,2021-08-20 13:30:27.883259,awesome app A,GB,interstitial
78,11.724503303804692,2021-08-21 13:30:27.883259,awesome app A,GB,interstitial
79,10.869311024348175,2021-08-22 13:30:27.883259,awesome app A,GB,interstitial
80,10.970173432125435,2021-08-23 13:30:27.883259,awesome app A,GB,interstitial
81,11.445388618782772,2021-08-24 13:30:27.883259,awesome app A,GB,interstitial
82,11.308054264006614,2021-08-25 13:30:27.883259,awesome app A,GB,interstitial
83,11.167548714744262,2021-08-26 13:30:27.883259,awesome app A,GB,interstitial
84,10.929594940686226,2021-08-27 13:30:27.883259,awesome app A,GB,interstitial
85,11.409169678951523,2021-08-28 13:30:27.883259,awesome app A,GB,interstitial
86,11.645949401455837,2021-08-29 13:30:27.883259,awesome app A,GB,interstitial
87,11.320541766534177,2021-08-30 13:30:27.883259,awesome app A,GB,interstitial
